pmid,type1,type2,id1,entity1_text,entity1_type,pred_label,id2,entity2_text,entity2_type,pred_score,same_sentence,sentence_window,entity1_is_pesticide,entity2_is_pesticide,relation_group,confidence_band,evidence_level,has_pesticide_flag_from_pipeline,entity1_canonical_text,entity1_validation_status,entity1_is_validated_chemical,entity1_is_validated_pesticide,entity1_remove_candidate,entity1_pesticide_dict_id,entity1_pesticide_name,entity1_pesticide_inchikey,entity1_pesticide_activity,entity1_pesticide_primary_activities,entity1_pesticide_compound_groups,entity1_pubchem_status,entity1_pubchem_cid,entity1_pubchem_iupac_name,entity1_pubchem_inchikey,entity1_pubchem_formula,entity2_canonical_text,entity2_validation_status,entity2_is_validated_chemical,entity2_is_validated_pesticide,entity2_remove_candidate,entity2_pesticide_dict_id,entity2_pesticide_name,entity2_pesticide_inchikey,entity2_pesticide_activity,entity2_pesticide_primary_activities,entity2_pesticide_compound_groups,entity2_pubchem_status,entity2_pubchem_cid,entity2_pubchem_iupac_name,entity2_pubchem_inchikey,entity2_pubchem_formula,has_validated_pesticide,has_validated_chemical,has_unvalidated_chemical,canonical_entity_pair,canonical_entity_type_pair
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:3,fluoroquinolone,ChemicalEntity,Negative_Correlation,ChemicalEntity:10771034:16,levofloxacin,ChemicalEntity,5.5940814,False,1,False,False,Negative effect,Moderate,Moderate textual evidence,False,fluoroquinolone,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,149096,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",GSDSWSVVBLHKDQ-JTQLQIEISA-N,C18H20FN3O4,False,True,True,"fluoroquinolone -- (2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:6,fluoroquinolone,ChemicalEntity,Positive_Correlation,ChemicalEntity:10771034:16,levofloxacin,ChemicalEntity,5.4152675,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,fluoroquinolone,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,149096,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",GSDSWSVVBLHKDQ-JTQLQIEISA-N,C18H20FN3O4,False,True,True,"fluoroquinolone -- (2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,OrganismTaxon,ChemicalEntity:10771034:27,levofloxacin,ChemicalEntity,Negative_Correlation,OrganismTaxon:10771034:7,rat,OrganismTaxon,7.693437,True,0,False,False,Negative effect,High,Strong textual evidence,False,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,149096,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",GSDSWSVVBLHKDQ-JTQLQIEISA-N,C18H20FN3O4,rat,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid -- rat",ChemicalEntity -- OrganismTaxon
10771034,ChemicalEntity,GeneOrGeneProduct,ChemicalEntity:10771034:29,pertussis toxin,ChemicalEntity,Association,GeneOrGeneProduct:10771034:30,G proteins,GeneOrGeneProduct,8.587494,True,0,False,False,General association,High,Strong textual evidence,False,"(4S)-4-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S,3S)-2-[[2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-5-oxopentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]propanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]pyrrolidine-2-carbonyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,132472080,"(4S)-4-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S,3S)-2-[[2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-5-oxopentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]propanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]pyrrolidine-2-carbonyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",IBPFGHGOWHUTBX-KVRUEJFCSA-N,C272H412N70O74S,G proteins,not_chemical_entity,False,False,False,,,,,,,not_checked,,,,,False,True,False,"(4S)-4-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S,3S)-2-[[2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-5-oxopentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]propanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]pyrrolidine-2-carbonyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid -- G proteins",ChemicalEntity -- GeneOrGeneProduct
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:15,histamine,ChemicalEntity,Positive_Correlation,ChemicalEntity:10771034:17,compound 48/80,ChemicalEntity,7.32298,True,0,False,False,Positive effect,High,Strong textual evidence,False,2-(1H-imidazol-5-yl)ethanamine,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,774,2-(1H-imidazol-5-yl)ethanamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,C5H9N3,compound 48/80,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,False,True,True,2-(1H-imidazol-5-yl)ethanamine -- compound 48/80,ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:9,histamine,ChemicalEntity,Positive_Correlation,ChemicalEntity:10771034:15,histamine,ChemicalEntity,5.726464,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,2-(1H-imidazol-5-yl)ethanamine,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,774,2-(1H-imidazol-5-yl)ethanamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,C5H9N3,2-(1H-imidazol-5-yl)ethanamine,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,774,2-(1H-imidazol-5-yl)ethanamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,C5H9N3,False,True,False,2-(1H-imidazol-5-yl)ethanamine -- 2-(1H-imidazol-5-yl)ethanamine,ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:11,Ca(2+),ChemicalEntity,Negative_Correlation,ChemicalEntity:10771034:12,48/80,ChemicalEntity,5.5940814,True,0,False,False,Negative effect,Moderate,Moderate textual evidence,False,calcium(2+),pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,271,calcium(2+),BHPQYMZQTOCNFJ-UHFFFAOYSA-N,Ca+2,48/80,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,False,True,True,calcium(2+) -- 48/80,ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:6,fluoroquinolone,ChemicalEntity,Positive_Correlation,ChemicalEntity:10771034:17,compound 48/80,ChemicalEntity,5.4152675,True,0,False,False,Positive effect,Moderate,Moderate textual evidence,False,fluoroquinolone,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,compound 48/80,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,False,False,True,fluoroquinolone -- compound 48/80,ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:17,compound 48/80,ChemicalEntity,Negative_Correlation,ChemicalEntity:10771034:24,compound 48/80,ChemicalEntity,7.693437,True,0,False,False,Negative effect,High,Strong textual evidence,False,compound 48/80,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,compound 48/80,unvalidated_chemical_name,False,False,True,,,,,,,no_pubchem_match,,,,,False,False,True,compound 48/80 -- compound 48/80,ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:28,histamine,ChemicalEntity,Association,ChemicalEntity:10771034:29,pertussis toxin,ChemicalEntity,9.1193905,True,0,False,False,General association,Very high,Strong textual evidence,False,2-(1H-imidazol-5-yl)ethanamine,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,774,2-(1H-imidazol-5-yl)ethanamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,C5H9N3,"(4S)-4-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S,3S)-2-[[2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-5-oxopentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]propanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]pyrrolidine-2-carbonyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,132472080,"(4S)-4-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S,3S)-2-[[2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-5-oxopentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]propanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]pyrrolidine-2-carbonyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",IBPFGHGOWHUTBX-KVRUEJFCSA-N,C272H412N70O74S,False,True,False,"2-(1H-imidazol-5-yl)ethanamine -- (4S)-4-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S,3S)-2-[[2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]-5-oxopentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]propanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]acetyl]amino]-3-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-phenylpropanoyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]pyrrolidine-2-carbonyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-5-carbamimidamidopentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[2-[[(2S)-1-[(2S)-2-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S)-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",ChemicalEntity -- ChemicalEntity
10771034,ChemicalEntity,ChemicalEntity,ChemicalEntity:10771034:16,levofloxacin,ChemicalEntity,Negative_Correlation,ChemicalEntity:10771034:19,benzalkonium chloride,ChemicalEntity,8.763176,True,0,False,False,Negative effect,High,Strong textual evidence,False,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,149096,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",GSDSWSVVBLHKDQ-JTQLQIEISA-N,C18H20FN3O4,benzyl-dimethyl-tridecylazanium chloride,pubchem_match_non_dictionary_chemical,True,False,False,,,,,,,pubchem_match,3014024,benzyl-dimethyl-tridecylazanium chloride,XIWFQDBQMCDYJT-UHFFFAOYSA-M,C22H40ClN,False,True,False,"(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid -- benzyl-dimethyl-tridecylazanium chloride",ChemicalEntity -- ChemicalEntity
